,pokemon,base_experience,height,name,order,weight,abilities,moves,types,color
185,klawf,,13,klawf,962,790,"['anger-shell', 'shell-armor', 'regenerator']","['guillotine', 'swords-dance', 'body-slam', 'take-down', 'hyper-beam', 'rock-throw', 'dig', 'harden', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'flail', 'reversal', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'sleep-talk', 'metal-claw', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'rock-tomb', 'iron-defense', 'mud-shot', 'rock-blast', 'fling', 'x-scissor', 'power-gem', 'earth-power', 'giga-impact', 'shadow-claw', 'stone-edge', 'stealth-rock', 'bulldoze', 'high-horsepower', 'stomping-tantrum', 'tera-blast', 'trailblaze']",['rock'],red
186,klefki,165,2,klefki,841,30,"['prankster', 'magician']","['cut', 'tackle', 'hyper-beam', 'thunder-wave', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'spikes', 'lock-on', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'torment', 'facade', 'magic-coat', 'recycle', 'imprison', 'secret-power', 'astonish', 'metal-sound', 'iron-defense', 'covet', 'calm-mind', 'heal-block', 'last-resort', 'magnet-rise', 'switcheroo', 'giga-impact', 'mirror-shot', 'flash-cannon', 'defog', 'trick-room', 'psyshock', 'magic-room', 'foul-play', 'round', 'stored-power', 'draining-kiss', 'crafty-shield', 'misty-terrain', 'play-rough', 'fairy-wind', 'fairy-lock', 'confide', 'dazzling-gleam', 'steel-beam', 'tera-blast']","['steel', 'fairy']",gray
187,klink,60,3,klink,721,210,"['plus', 'minus', 'clear-body']","['vice-grip', 'bind', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'toxic', 'screech', 'double-team', 'rest', 'substitute', 'snore', 'protect', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rock-smash', 'uproar', 'facade', 'charge', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'assurance', 'magnet-rise', 'rock-polish', 'power-gem', 'mirror-shot', 'flash-cannon', 'discharge', 'charge-beam', 'autotomize', 'telekinesis', 'round', 'shift-gear', 'volt-switch', 'wild-charge', 'gear-grind', 'confide', 'steel-beam', 'steel-roller', 'rising-voltage']",['steel'],gray
188,koffing,68,6,koffing,173,10,"['levitate', 'neutralizing-gas', 'stench']","['headbutt', 'tackle', 'flamethrower', 'psybeam', 'thunderbolt', 'thunder', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'smokescreen', 'haze', 'bide', 'self-destruct', 'smog', 'sludge', 'fire-blast', 'poison-gas', 'flash', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'uproar', 'stockpile', 'spit-up', 'swallow', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'grudge', 'secret-power', 'shock-wave', 'gyro-ball', 'natural-gift', 'payback', 'assurance', 'toxic-spikes', 'dark-pulse', 'captivate', 'venoshock', 'sludge-wave', 'round', 'clear-smog', 'incinerate', 'belch', 'confide', 'venom-drench', 'infestation', 'corrosive-gas']",['poison'],purple
189,krabby,65,4,krabby,156,65,"['hyper-cutter', 'shell-armor', 'sheer-force']","['vice-grip', 'guillotine', 'swords-dance', 'cut', 'slam', 'stomp', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'strength', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'harden', 'haze', 'bide', 'amnesia', 'bubble', 'crabhammer', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'tickle', 'iron-defense', 'mud-shot', 'water-pulse', 'hammer-arm', 'brine', 'natural-gift', 'fling', 'night-slash', 'x-scissor', 'captivate', 'hone-claws', 'round', 'chip-away', 'ally-switch', 'scald', 'razor-shell', 'confide', 'liquidation']",['water'],red
190,kricketot,39,3,kricketot,532,22,"['shed-skin', 'run-away']","['tackle', 'growl', 'string-shot', 'bide', 'snore', 'mud-slap', 'uproar', 'endeavor', 'bug-bite', 'struggle-bug', 'tera-blast']",['bug'],red
191,kubfu,77,6,kubfu,1081,120,['inner-focus'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'leer', 'low-kick', 'counter', 'dig', 'focus-energy', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'scary-face', 'detect', 'endure', 'attract', 'sleep-talk', 'dynamic-punch', 'metal-claw', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'aerial-ace', 'bulk-up', 'u-turn', 'close-combat', 'fling', 'zen-headbutt', 'iron-head', 'low-sweep', 'round', 'acrobatics', 'retaliate', 'work-up', 'coaching', 'tera-blast']",['fighting'],gray
192,kyogre,335,45,kyogre,507,3520,['drizzle'],"['headbutt', 'body-slam', 'take-down', 'double-edge', 'roar', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'mimic', 'double-team', 'defense-curl', 'waterfall', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'rock-tomb', 'water-spout', 'signal-beam', 'sheer-cold', 'muddy-water', 'block', 'calm-mind', 'shock-wave', 'water-pulse', 'brine', 'natural-gift', 'aqua-ring', 'aqua-tail', 'giga-impact', 'avalanche', 'iron-head', 'heavy-slam', 'round', 'scald', 'bulldoze', 'confide', 'origin-pulse', 'liquidation', 'tera-blast', 'chilling-water']",['water'],blue
193,kyurem,330,30,kyurem,772,3250,['pressure'],"['cut', 'fly', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'dragon-rage', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'icy-wind', 'outrage', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'shadow-ball', 'rock-smash', 'hail', 'facade', 'helping-hand', 'endeavor', 'imprison', 'secret-power', 'hyper-voice', 'weather-ball', 'rock-tomb', 'signal-beam', 'sheer-cold', 'icicle-spear', 'dragon-claw', 'dragon-dance', 'roost', 'payback', 'fling', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'flash-cannon', 'draco-meteor', 'iron-head', 'stone-edge', 'hone-claws', 'round', 'echoed-voice', 'dragon-tail', 'glaciate', 'noble-roar', 'freeze-dry', 'confide', 'laser-focus', 'brutal-swing', 'body-press', 'breaking-swipe', 'scale-shot', 'dual-wingbeat']","['dragon', 'ice']",gray
194,lampent,130,6,lampent,730,130,"['flash-fire', 'flame-body', 'infiltrator']","['ember', 'flamethrower', 'solar-beam', 'fire-spin', 'toxic', 'psychic', 'night-shade', 'double-team', 'minimize', 'confuse-ray', 'smog', 'fire-blast', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'sunny-day', 'psych-up', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'taunt', 'trick', 'imprison', 'secret-power', 'astonish', 'overheat', 'calm-mind', 'shock-wave', 'payback', 'embargo', 'dark-pulse', 'energy-ball', 'trick-room', 'telekinesis', 'flame-burst', 'flame-charge', 'round', 'ally-switch', 'hex', 'incinerate', 'inferno', 'confide', 'mystical-fire', 'skitter-smack', 'burning-jealousy', 'poltergeist']","['ghost', 'fire']",black
195,lapras,187,25,lapras,213,2200,"['water-absorb', 'shell-armor', 'hydration']","['headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'roar', 'sing', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'strength', 'solar-beam', 'dragon-rage', 'thunderbolt', 'thunder', 'fissure', 'toxic', 'psychic', 'rage', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'skull-bash', 'dream-eater', 'psywave', 'rest', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'foresight', 'perish-song', 'icy-wind', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'megahorn', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'ancient-power', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'helping-hand', 'refresh', 'secret-power', 'dive', 'hyper-voice', 'weather-ball', 'tickle', 'signal-beam', 'sheer-cold', 'block', 'dragon-dance', 'shock-wave', 'water-pulse', 'brine', 'natural-gift', 'aqua-tail', 'dragon-pulse', 'giga-impact', 'avalanche', 'ice-shard', 'zen-headbutt', 'iron-head', 'captivate', 'round', 'echoed-voice', 'bulldoze', 'frost-breath', 'drill-run', 'freeze-dry', 'confide', 'sparkling-aria', 'smart-strike', 'liquidation', 'body-press', 'life-dew']","['water', 'ice']",blue
196,larvesta,72,11,larvesta,759,288,"['flame-body', 'swarm']","['body-slam', 'take-down', 'thrash', 'double-edge', 'ember', 'flamethrower', 'absorb', 'solar-beam', 'string-shot', 'fire-spin', 'toxic', 'psychic', 'screech', 'double-team', 'harden', 'light-screen', 'fire-blast', 'amnesia', 'leech-life', 'rest', 'substitute', 'flame-wheel', 'snore', 'protect', 'foresight', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'morning-sun', 'hidden-power', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'secret-power', 'overheat', 'signal-beam', 'calm-mind', 'u-turn', 'magnet-rise', 'flare-blitz', 'bug-buzz', 'zen-headbutt', 'bug-bite', 'flame-charge', 'round', 'incinerate', 'acrobatics', 'struggle-bug', 'wild-charge', 'confide', 'skitter-smack', 'tera-blast', 'pounce', 'trailblaze']","['bug', 'fire']",white
197,larvitar,60,6,larvitar,340,720,"['guts', 'sand-veil']","['stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'hyper-beam', 'rock-throw', 'earthquake', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'focus-energy', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'detect', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'muddy-water', 'iron-defense', 'mud-shot', 'dragon-dance', 'rock-blast', 'natural-gift', 'payback', 'assurance', 'rock-polish', 'dark-pulse', 'earth-power', 'giga-impact', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'round', 'chip-away', 'retaliate', 'bulldoze', 'snarl', 'confide', 'power-up-punch', 'stomping-tantrum', 'tera-blast']","['rock', 'ground']",green
198,latias,300,14,latias,503,400,['levitate'],"['cut', 'fly', 'body-slam', 'double-edge', 'roar', 'surf', 'ice-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'waterfall', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'charm', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'baton-pass', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'facade', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'refresh', 'secret-power', 'dive', 'mist-ball', 'aerial-ace', 'dragon-claw', 'covet', 'water-sport', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'healing-wish', 'natural-gift', 'tailwind', 'psycho-shift', 'last-resort', 'sucker-punch', 'aura-sphere', 'air-slash', 'dragon-pulse', 'energy-ball', 'giga-impact', 'shadow-claw', 'psycho-cut', 'zen-headbutt', 'defog', 'draco-meteor', 'captivate', 'grass-knot', 'charge-beam', 'hone-claws', 'guard-split', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'heal-pulse', 'reflect-type', 'retaliate', 'bulldoze', 'confide', 'mystical-fire', 'laser-focus', 'breaking-swipe', 'scale-shot', 'dual-wingbeat']","['dragon', 'psychic']",red
199,latios,300,20,latios,505,600,['levitate'],"['cut', 'fly', 'body-slam', 'double-edge', 'roar', 'surf', 'ice-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'waterfall', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'baton-pass', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'memento', 'facade', 'helping-hand', 'trick', 'magic-coat', 'refresh', 'secret-power', 'dive', 'luster-purge', 'aerial-ace', 'dragon-claw', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'psycho-shift', 'heal-block', 'last-resort', 'aura-sphere', 'air-slash', 'dragon-pulse', 'energy-ball', 'giga-impact', 'shadow-claw', 'psycho-cut', 'zen-headbutt', 'defog', 'draco-meteor', 'captivate', 'grass-knot', 'charge-beam', 'hone-claws', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'simple-beam', 'round', 'stored-power', 'ally-switch', 'heal-pulse', 'retaliate', 'bulldoze', 'confide', 'mystical-fire', 'laser-focus', 'breaking-swipe', 'scale-shot', 'dual-wingbeat']","['dragon', 'psychic']",blue
200,lechonk,,5,lechonk,915,102,"['aroma-veil', 'gluttony', 'thick-fat']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'dig', 'rest', 'substitute', 'thief', 'protect', 'mud-slap', 'endure', 'sleep-talk', 'rain-dance', 'sunny-day', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'helping-hand', 'yawn', 'endeavor', 'hyper-voice', 'bullet-seed', 'mud-shot', 'covet', 'seed-bomb', 'zen-headbutt', 'iron-head', 'echoed-voice', 'bulldoze', 'work-up', 'disarming-voice', 'play-rough', 'stuff-cheeks', 'tera-blast', 'trailblaze', 'chilling-water']",['normal'],gray
201,ledyba,53,10,ledyba,262,108,"['swarm', 'early-bird', 'rattled']","['comet-punch', 'mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'headbutt', 'tackle', 'double-edge', 'supersonic', 'psybeam', 'counter', 'solar-beam', 'string-shot', 'dig', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'dizzy-punch', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mach-punch', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'sweet-scent', 'hidden-power', 'sunny-day', 'uproar', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'secret-power', 'air-cutter', 'silver-wind', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'air-slash', 'bug-buzz', 'drain-punch', 'captivate', 'bug-bite', 'ominous-wind', 'round', 'acrobatics', 'struggle-bug', 'confide', 'infestation', 'power-up-punch']","['bug', 'flying']",red
202,lickitung,77,12,lickitung,171,655,"['own-tempo', 'oblivious', 'cloud-nine']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'cut', 'bind', 'slam', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'wrap', 'take-down', 'thrash', 'double-edge', 'supersonic', 'disable', 'acid', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'lick', 'fire-blast', 'skull-bash', 'amnesia', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'facade', 'focus-punch', 'smelling-salts', 'helping-hand', 'brick-break', 'knock-off', 'refresh', 'secret-power', 'rock-tomb', 'muddy-water', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'wring-out', 'me-first', 'aqua-tail', 'giga-impact', 'zen-headbutt', 'rock-climb', 'power-whip', 'captivate', 'round', 'chip-away', 'incinerate', 'retaliate', 'bulldoze', 'dragon-tail', 'work-up', 'belch', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum', 'body-press', 'steel-roller', 'terrain-pulse']",['normal'],pink
203,lileep,71,10,lileep,458,238,"['suction-cups', 'storm-drain']","['swords-dance', 'bind', 'body-slam', 'wrap', 'double-edge', 'acid', 'mega-drain', 'solar-beam', 'string-shot', 'toxic', 'mimic', 'double-team', 'recover', 'confuse-ray', 'barrier', 'constrict', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'synthesis', 'hidden-power', 'sunny-day', 'mirror-coat', 'psych-up', 'ancient-power', 'stockpile', 'spit-up', 'swallow', 'facade', 'ingrain', 'secret-power', 'astonish', 'rock-tomb', 'tickle', 'bullet-seed', 'mud-shot', 'rock-blast', 'brine', 'natural-gift', 'wring-out', 'gastro-acid', 'worry-seed', 'rock-polish', 'seed-bomb', 'energy-ball', 'earth-power', 'captivate', 'stealth-rock', 'grass-knot', 'smack-down', 'round', 'confide', 'infestation', 'meteor-beam']","['rock', 'grass']",purple
204,lillipup,55,4,lillipup,621,41,"['vital-spirit', 'pickup', 'run-away']","['sand-attack', 'tackle', 'take-down', 'leer', 'bite', 'roar', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'double-team', 'lick', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'helping-hand', 'yawn', 'secret-power', 'hyper-voice', 'odor-sleuth', 'rock-tomb', 'aerial-ace', 'howl', 'covet', 'shock-wave', 'payback', 'last-resort', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'after-you', 'round', 'retaliate', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'baby-doll-eyes', 'psychic-fangs']",['normal'],brown
205,litten,64,4,litten,871,43,"['blaze', 'intimidate']","['pay-day', 'scratch', 'swords-dance', 'double-kick', 'body-slam', 'thrash', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'fire-spin', 'toxic', 'double-team', 'lick', 'fire-blast', 'leech-life', 'fury-swipes', 'rest', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'crunch', 'fake-out', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'revenge', 'endeavor', 'overheat', 'bulk-up', 'covet', 'u-turn', 'flare-blitz', 'nasty-plot', 'shadow-claw', 'fire-fang', 'flame-charge', 'round', 'acrobatics', 'fire-pledge', 'work-up', 'parting-shot', 'confide', 'power-trip']",['fire'],red
206,litwick,55,3,litwick,729,31,"['flash-fire', 'flame-body', 'infiltrator']","['acid', 'ember', 'flamethrower', 'solar-beam', 'fire-spin', 'toxic', 'psychic', 'night-shade', 'double-team', 'minimize', 'confuse-ray', 'haze', 'smog', 'fire-blast', 'dream-eater', 'flash', 'acid-armor', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'sunny-day', 'psych-up', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'taunt', 'trick', 'imprison', 'secret-power', 'astonish', 'overheat', 'calm-mind', 'shock-wave', 'payback', 'embargo', 'dark-pulse', 'energy-ball', 'trick-room', 'captivate', 'power-split', 'telekinesis', 'flame-burst', 'flame-charge', 'round', 'clear-smog', 'ally-switch', 'hex', 'incinerate', 'inferno', 'confide', 'mystical-fire', 'skitter-smack', 'burning-jealousy', 'poltergeist']","['ghost', 'fire']",white
207,lotad,44,5,lotad,370,26,"['swift-swim', 'rain-dish', 'own-tempo']","['swords-dance', 'headbutt', 'body-slam', 'double-edge', 'growl', 'mist', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'absorb', 'mega-drain', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'mimic', 'double-team', 'bubble', 'flash', 'rest', 'substitute', 'thief', 'snore', 'flail', 'protect', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'whirlpool', 'uproar', 'hail', 'facade', 'nature-power', 'secret-power', 'teeter-dance', 'astonish', 'tickle', 'bullet-seed', 'water-pulse', 'natural-gift', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'captivate', 'grass-knot', 'round', 'echoed-voice', 'scald', 'confide', 'grassy-glide']","['water', 'grass']",green
208,lugia,340,52,lugia,344,2160,"['pressure', 'multiscale']","['gust', 'whirlwind', 'fly', 'headbutt', 'body-slam', 'double-edge', 'roar', 'mist', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'psychic', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'waterfall', 'swift', 'dream-eater', 'sky-attack', 'flash', 'rest', 'substitute', 'nightmare', 'snore', 'curse', 'aeroblast', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'skill-swap', 'imprison', 'secret-power', 'dive', 'hyper-voice', 'weather-ball', 'air-cutter', 'signal-beam', 'extrasensory', 'aerial-ace', 'calm-mind', 'shock-wave', 'water-pulse', 'roost', 'brine', 'natural-gift', 'tailwind', 'punishment', 'aqua-tail', 'air-slash', 'dragon-pulse', 'dragon-rush', 'earth-power', 'giga-impact', 'avalanche', 'zen-headbutt', 'defog', 'iron-head', 'charge-beam', 'ominous-wind', 'wonder-room', 'psyshock', 'telekinesis', 'round', 'echoed-voice', 'sky-drop', 'bulldoze', 'dragon-tail', 'hurricane', 'confide', 'laser-focus', 'scale-shot', 'dual-wingbeat']","['psychic', 'flying']",white
209,lunatone,161,10,lunatone,450,1680,['levitate'],"['tackle', 'body-slam', 'double-edge', 'ice-beam', 'blizzard', 'hyper-beam', 'rock-throw', 'earthquake', 'toxic', 'confusion', 'psychic', 'hypnosis', 'mimic', 'double-team', 'harden', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'dream-eater', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'moonlight', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'hail', 'facade', 'helping-hand', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'weather-ball', 'rock-tomb', 'cosmic-power', 'signal-beam', 'sand-tomb', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'natural-gift', 'embargo', 'heal-block', 'power-swap', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'smack-down', 'round', 'stored-power', 'ally-switch', 'acrobatics', 'bulldoze', 'moonblast', 'confide', 'laser-focus', 'psychic-terrain', 'stomping-tantrum', 'meteor-beam']","['rock', 'psychic']",yellow
